"","x","y","TagId","freq","num_x","num_y","total","unique_nodes","easting","northing","id","total_nodes","avex","avey","zone","letter","date","time_of_day","hour"
"14",-81.3532843365262,27.1968571826479,"6133331E",2019-12-10 15:14:00,-143151.218512854,-926088.114276754,-0.307845502455221,6,465040.00001964,3008263.3334063,"6133331E 2019-12-10 15:14:00",6,465009.939632548,3008288.59571032,17,"R","2019-12-10","15:14:00",15
"15",-81.3535461908046,27.1967749887861,"6133331E",2019-12-10 15:15:00,-151327.403012095,-979034.019432219,-0.325446488054588,5,465039.999986393,3008290.00004114,"6133331E 2019-12-10 15:15:00",5,464983.979137955,3008279.56474369,17,"R","2019-12-10","15:15:00",15
"16",-81.3531332059183,27.1953815637931,"6133331E",2019-12-10 15:17:00,-144918.606012141,-937441.675777695,-0.311636531684904,14,464954.285784508,3008201.42875103,"6133331E 2019-12-10 15:17:00",14,465024.447642962,3008125.10879034,17,"R","2019-12-10","15:17:00",15
"17",-81.3540043027618,27.196048706875,"6133331E",2019-12-10 15:18:00,-159251.603131481,-1030374.29069458,-0.342521956163833,14,464997.14294253,3008201.4286945,"6133331E 2019-12-10 15:18:00",14,464938.379177388,3008199.24723813,17,"R","2019-12-10","15:18:00",15
"18",-81.3539353446135,27.1961190083494,"6133331E",2019-12-10 15:19:00,-174095.516932742,-1126402.25198437,-0.37444306407281,15,464973.333347514,3008223.33345695,"6133331E 2019-12-10 15:19:00",15,464945.231029542,3008207.01479289,17,"R","2019-12-10","15:19:00",15
"19",-81.3536370956832,27.1960782408075,"6133331E",2019-12-10 15:20:00,-186057.73661992,-1203719.82185186,-0.400145886294387,16,464965.000023285,3008230.00006427,"6133331E 2019-12-10 15:20:00",16,464974.757938753,3008202.41587162,17,"R","2019-12-10","15:20:00",15
"20",-81.3535716514926,27.1958789936575,"6133331E",2019-12-10 15:21:00,-255614.596134527,-1653690.16398478,-0.549731061147798,19,464966.315853767,3008235.26327775,"6133331E 2019-12-10 15:21:00",19,464981.17752492,3008180.32827178,17,"R","2019-12-10","15:21:00",15
"21",-81.3531871732566,27.1960159741664,"6133331E",2019-12-10 15:22:00,-185912.719468991,-1202663.60068016,-0.399795705867259,17,464934.117701368,3008247.64716816,"6133331E 2019-12-10 15:22:00",17,465019.300459216,3008195.3933729,17,"R","2019-12-10","15:22:00",15
"22",-81.3533127737698,27.1966019617867,"6133331E",2019-12-10 15:23:00,-175661.512350983,-1136403.34559202,-0.377760971205053,16,464977.500033479,3008205.0001062,"6133331E 2019-12-10 15:23:00",16,465007.043450319,3008260.33448321,17,"R","2019-12-10","15:23:00",15
"23",-81.3537854741236,27.1958233720213,"6133331E",2019-12-10 15:24:00,-176413.953121878,-1141353.93853621,-0.379417497905228,16,465002.500063626,3008167.50011514,"6133331E 2019-12-10 15:24:00",16,464959.982330449,3008174.22717099,17,"R","2019-12-10","15:24:00",15
"24",-81.3537551061185,27.1961181429946,"6133331E",2019-12-10 15:25:00,-158763.767155469,-1027165.96884655,-0.341454565370271,17,465016.470619978,3008235.88249476,"6133331E 2019-12-10 15:25:00",17,464963.08222825,3008206.86855569,17,"R","2019-12-10","15:25:00",15
"25",-81.3535060185051,27.1964896596703,"6133331E",2019-12-10 15:26:00,-209927.590493763,-1358130.57933093,-0.451468962049501,17,464969.41181334,3008282.94129968,"6133331E 2019-12-10 15:26:00",17,464987.868802253,3008247.94946152,17,"R","2019-12-10","15:26:00",15
"26",-81.353677556291,27.1959678013315,"6133331E",2019-12-10 15:27:00,-176576.782602448,-1142387.09590564,-0.379758932128087,14,465011.428611256,3008172.85721778,"6133331E 2019-12-10 15:27:00",14,464970.716061766,3008190.1945109,17,"R","2019-12-10","15:27:00",15
"27",-81.3534001895788,27.1962854873453,"6133331E",2019-12-10 15:28:00,-156487.444718664,-1012368.22715132,-0.33653337914821,16,465027.500085892,3008180.00011104,"6133331E 2019-12-10 15:28:00",16,464998.286692229,3008225.30506096,17,"R","2019-12-10","15:28:00",15
"28",-81.3534931215032,27.1962727073223,"6133331E",2019-12-10 15:29:00,-253609.799279939,-1640716.09167273,-0.545410228023717,16,465040.000033085,3008230.00008569,"6133331E 2019-12-10 15:29:00",16,464989.078402305,3008223.91545137,17,"R","2019-12-10","15:29:00",15
"29",-81.3530892916056,27.1965330441612,"6133331E",2019-12-10 15:30:00,-192108.943558992,-1242744.09138515,-0.413111610193758,16,465027.499968155,3008280.00008256,"6133331E 2019-12-10 15:30:00",16,465029.156331116,3008252.63856001,17,"R","2019-12-10","15:30:00",15
"30",-81.3534427341324,27.1966122830472,"6133331E",2019-12-10 15:31:00,-193262.191730604,-1250302.14304873,-0.41562282309419,15,465026.666671947,3008250.00010785,"6133331E 2019-12-10 15:31:00",15,464994.17498737,3008261.51398664,17,"R","2019-12-10","15:31:00",15
"31",-81.3535936958829,27.1966265510582,"6133331E",2019-12-10 15:40:00,-133359.842506875,-862794.452296151,-0.286808172403571,18,464928.888946363,3008341.1112436,"6133331E 2019-12-10 15:40:00",18,464979.227716089,3008263.13652633,17,"R","2019-12-10","15:40:00",15
"32",-81.3533738287732,27.196839740788,"6133331E",2019-12-10 15:41:00,-223175.651671711,-1443816.76648484,-0.479946532979833,17,465028.23537535,3008235.88244433,"6133331E 2019-12-10 15:41:00",17,465001.070611107,3008286.68877062,17,"R","2019-12-10","15:41:00",15
"33",-81.3532872064072,27.1967165685955,"6133331E",2019-12-10 15:42:00,-234057.903767998,-1514183.92219892,-0.503339926704099,18,465028.888937922,3008241.11116683,"6133331E 2019-12-10 15:42:00",18,465009.611497788,3008273.0216017,17,"R","2019-12-10","15:42:00",15
"34",-81.3530207042531,27.1961659053354,"6133331E",2019-12-10 15:43:00,-219922.909167929,-1422631.70833688,-0.472916047861022,16,465015.000058174,3008255.00011252,"6133331E 2019-12-10 15:43:00",16,465035.834928062,3008211.953837,17,"R","2019-12-10","15:43:00",15
"35",-81.3531899973115,27.1962690997613,"6133331E",2019-12-10 15:44:00,-164444.338455268,-1063795.68569897,-0.353629213392239,17,464981.176513561,3008259.41183485,"6133331E 2019-12-10 15:44:00",17,465019.099745215,3008223.43124415,17,"R","2019-12-10","15:44:00",15
"36",-81.3527090745392,27.196744934333,"6133331E",2019-12-10 15:45:00,-213405.015063136,-1380406.15830191,-0.458869517713154,18,465073.833350066,3008285.50009599,"6133331E 2019-12-10 15:45:00",18,465066.880290223,3008276.00225305,17,"R","2019-12-10","15:45:00",15
"37",-81.353610482618,27.1967421010006,"6133331E",2019-12-10 15:46:00,-181117.363992201,-1171779.04266301,-0.389518470399295,16,465015.000058174,3008255.00011252,"6133331E 2019-12-10 15:46:00",16,464977.601207299,3008275.93993635,17,"R","2019-12-10","15:46:00",15
"38",-81.353374679667,27.1966560775504,"6133331E",2019-12-10 15:47:00,-182040.940890639,-1177691.48812488,-0.391485112268022,17,465028.235338521,3008271.17653857,"6133331E 2019-12-10 15:47:00",17,465000.928990651,3008266.34581853,17,"R","2019-12-10","15:47:00",15
"39",-81.3536596802568,27.1958614658151,"6133331E",2019-12-10 15:48:00,-224728.168059863,-1453897.79272725,-0.483315014564329,17,465028.23537535,3008235.88244433,"6133331E 2019-12-10 15:48:00",17,464972.453343785,3008178.41141937,17,"R","2019-12-10","15:48:00",15
"40",-81.3541025926217,27.1963257449657,"6133331E",2019-12-10 15:49:00,-182448.616132666,-1180497.90614212,-0.392422760780452,19,465018.947397873,3008287.89478839,"6133331E 2019-12-10 15:49:00",19,464928.730866199,3008229.96044966,17,"R","2019-12-10","15:49:00",15
"41",-81.3532689490094,27.1970668975943,"6133331E",2019-12-10 15:50:00,-196468.382978539,-1271018.29051005,-0.422502176131425,19,465040.000014043,3008298.42108675,"6133331E 2019-12-10 15:50:00",19,465011.529117957,3008311.82018501,17,"R","2019-12-10","15:50:00",15
"42",-81.3536175285352,27.1965167596484,"6133331E",2019-12-10 15:51:00,-177299.128892237,-1147068.50073675,-0.381307446581397,20,465050.450021884,3008269.95008769,"6133331E 2019-12-10 15:51:00",20,464976.83295149,3008250.9822999,17,"R","2019-12-10","15:51:00",15
"43",-81.3538548530828,27.1959606107196,"6133331E",2019-12-10 15:52:00,-135918.687987407,-879377.115096901,-0.292327704226338,15,464973.333389979,3008183.33343399,"6133331E 2019-12-10 15:52:00",15,464953.153677732,3008189.44760717,17,"R","2019-12-10","15:52:00",15
"44",-81.3529101760006,27.1964267953434,"6133331E",2019-12-10 15:53:00,-223091.654762993,-1443109.23332408,-0.47971865273423,18,465028.88894749,3008296.66676723,"6133331E 2019-12-10 15:53:00",18,465046.863388463,3008240.82011166,17,"R","2019-12-10","15:53:00",15
"45",-81.3534154974167,27.1966322251388,"6133331E",2019-12-10 15:54:00,-170102.144959702,-1100463.53829174,-0.36581351984454,17,464945.882367725,3008330.00010179,"6133331E 2019-12-10 15:54:00",17,464996.878825009,3008263.71523776,17,"R","2019-12-10","15:54:00",15
"46",-81.3537395452419,27.1966968426592,"6133331E",2019-12-10 16:03:00,-167448.553965865,-1083373.66190112,-0.3601316753765,20,464960.000028444,3008300.00007654,"6133331E 2019-12-10 16:03:00",20,464964.804306109,3008270.96302625,17,"R","2019-12-10","16:03:00",16
"47",-81.3540697365275,27.1965477320385,"6133331E",2019-12-10 16:04:00,-192807.012470825,-1247521.14825203,-0.414699332101517,23,464892.565230313,3008347.34797431,"6133331E 2019-12-10 16:04:00",23,464932.05449298,3008254.53933125,17,"R","2019-12-10","16:04:00",16
"48",-81.353605110245,27.1958865913517,"6133331E",2019-12-10 16:05:00,-182723.393591554,-1182131.69651422,-0.39297224007031,20,465030.44997957,3008269.95003944,"6133331E 2019-12-10 16:05:00",20,464977.866016342,3008181.17916604,17,"R","2019-12-10","16:05:00",16
"49",-81.3537724261535,27.197458117073,"6133331E",2019-12-10 16:06:00,-125961.428330158,-814984.674903948,-0.27090705563244,20,464950.450013393,3008309.95010022,"6133331E 2019-12-10 16:06:00",20,464961.785643041,3008355.29366832,17,"R","2019-12-10","16:06:00",16
"50",-81.3537724782633,27.1970429375244,"6133331E",2019-12-10 16:07:00,-136983.126121608,-886283.014053254,-0.294611665101557,20,464980.450014268,3008279.95012146,"6133331E 2019-12-10 16:07:00",20,464961.650701739,3008309.30692353,17,"R","2019-12-10","16:07:00",16
"51",-81.3542352457964,27.1965378446616,"6133331E",2019-12-10 16:08:00,-148750.24652292,-962493.819720718,-0.319951035631269,21,464916.619087238,3008263.28582067,"6133331E 2019-12-10 16:08:00",21,464915.658827085,3008253.49048082,17,"R","2019-12-10","16:08:00",16
"52",-81.3536753827552,27.1968256976087,"6133331E",2019-12-10 16:09:00,-152882.486304432,-989123.894422432,-0.328799905228376,18,464962.222259144,3008252.2222541,"6133331E 2019-12-10 16:09:00",18,464971.199423686,3008285.21752588,17,"R","2019-12-10","16:09:00",16
"53",-81.3530624327659,27.1965900097071,"6133331E",2019-12-10 16:10:00,-214579.923355955,-1388102.76060845,-0.461430610840948,21,464982.857182554,3008291.90480776,"6133331E 2019-12-10 16:10:00",21,465031.834287906,3008258.94077262,17,"R","2019-12-10","16:10:00",16
"54",-81.353571045268,27.1970658752908,"6133331E",2019-12-10 16:11:00,-211724.106658872,-1369800.68700617,-0.455338669005353,25,464976.360023572,3008305.96008938,"6133331E 2019-12-10 16:11:00",25,464981.608351788,3008311.79130553,17,"R","2019-12-10","16:11:00",16
"55",-81.3539489412438,27.1965704519858,"6133331E",2019-12-10 16:12:00,-138320.334985428,-894953.147366723,-0.29749889746645,20,464940.000058314,3008320.00008781,"6133331E 2019-12-10 16:12:00",20,464944.02555232,3008257.02208745,17,"R","2019-12-10","16:12:00",16
"56",-81.353945005329,27.1964421892089,"6133331E",2019-12-10 16:13:00,-222259.412291528,-1438043.59289283,-0.478034414685401,22,464985.454563489,3008302.72734214,"6133331E 2019-12-10 16:13:00",22,464944.375265951,3008242.81414806,17,"R","2019-12-10","16:13:00",16
"57",-81.3537711911318,27.1965078327722,"6133331E",2019-12-10 16:14:00,-282099.266319671,-1825150.95497195,-0.606715177543937,25,464984.360055434,3008321.96006971,"6133331E 2019-12-10 16:14:00",25,464961.610918728,3008250.03646752,17,"R","2019-12-10","16:14:00",16
"58",-81.3539861305473,27.1971329069749,"6133331E",2019-12-10 16:15:00,-312212.589676608,-2020118.98856112,-0.671510822363969,24,464957.041666178,3008329.95841998,"6133331E 2019-12-10 16:15:00",24,464940.518125238,3008319.3319946,17,"R","2019-12-10","16:15:00",16
"59",-81.3544885797467,27.1968359142117,"6133331E",2019-12-10 16:16:00,-285080.228652543,-1844741.34833662,-0.613219951402746,23,464936.043507463,3008312.56533715,"6133331E 2019-12-10 16:16:00",23,464890.661173727,3008286.57664637,17,"R","2019-12-10","16:16:00",16
"60",-81.3535085434944,27.1966228311196,"6133331E",2019-12-10 16:17:00,-221184.085941721,-1430962.35129758,-0.475677323978798,25,464944.360081055,3008297.96007071,"6133331E 2019-12-10 16:17:00",25,464987.660314831,3008262.70070709,17,"R","2019-12-10","16:17:00",16
"61",-81.353383576335,27.1967767574454,"6133331E",2019-12-10 16:42:00,-190926.043109338,-1235180.29455016,-0.410593565583365,22,465022.22724482,3008302.68188892,"6133331E 2019-12-10 16:42:00",22,465000.085517835,3008279.71523429,17,"R","2019-12-10","16:42:00",16
"62",-81.3537538146691,27.1970615078652,"6133331E",2019-12-10 16:43:00,-167377.884184246,-1082934.00397796,-0.359980691783638,19,464998.368384155,3008287.84218452,"6133331E 2019-12-10 16:43:00",19,464963.505000557,3008311.35862377,17,"R","2019-12-10","16:43:00",16
"63",-81.3527466293671,27.1968685569705,"6133331E",2019-12-10 16:44:00,-199579.393580856,-1290991.49555002,-0.429144670856426,21,464954.714231091,3008349.00008624,"6133331E 2019-12-10 16:44:00",21,465063.199276281,3008289.70559891,17,"R","2019-12-10","16:44:00",16
"64",-81.3539496368475,27.1962147706259,"6133331E",2019-12-10 16:45:00,-144897.201581463,-937494.538342468,-0.311644520102308,21,464935.238138211,3008272.85721114,"6133331E 2019-12-10 16:45:00",21,464943.845423289,3008217.62575739,17,"R","2019-12-10","16:45:00",16
"65",-81.3533340159744,27.1961931125042,"6133331E",2019-12-10 16:46:00,-215312.146417272,-1392900.08133531,-0.463032082464334,20,464960.000017488,3008270.00004205,"6133331E 2019-12-10 16:46:00",20,465004.81191572,3008215.05482311,17,"R","2019-12-10","16:46:00",16
"66",-81.3530042086398,27.1964846444225,"6133331E",2019-12-10 16:47:00,-184278.067719537,-1192062.81205334,-0.39626490492336,19,464987.368401073,3008256.31581743,"6133331E 2019-12-10 16:47:00",19,465037.56812675,3008247.25390177,17,"R","2019-12-10","16:47:00",16
"67",-81.3537337016452,27.1968737551353,"6133331E",2019-12-10 16:48:00,-157298.911480557,-1017711.83611002,-0.338302373683393,23,464996.913034533,3008321.2609231,"6133331E 2019-12-10 16:48:00",23,464965.438367772,3008290.55684507,17,"R","2019-12-10","16:48:00",16
"68",-81.3542835154301,27.1957492084531,"6133331E",2019-12-10 16:49:00,-163003.410664109,-1054700.21485888,-0.350612353711686,19,464945.736819585,3008256.26327819,"6133331E 2019-12-10 16:49:00",19,464910.631181438,3008166.15185836,17,"R","2019-12-10","16:49:00",16
"69",-81.3542483087569,27.1964637116672,"6133331E",2019-12-10 16:50:00,-169662.825139783,-1097809.5263888,-0.364933515437615,22,464976.772729727,3008275.40919175,"6133331E 2019-12-10 16:50:00",22,464914.341825604,3008245.28290406,17,"R","2019-12-10","16:50:00",16
"70",-81.3534824080851,27.1963673494455,"6133331E",2019-12-10 16:51:00,-150049.747983792,-970740.550959239,-0.322694452419716,21,465002.333313752,3008282.33345905,"6133331E 2019-12-10 16:51:00",21,464990.169055116,3008234.395355,17,"R","2019-12-10","16:51:00",16
"71",-81.3534474314282,27.195953403022,"6133331E",2019-12-10 16:52:00,-193338.535280907,-1250767.5059894,-0.415787604819852,22,464967.272769283,3008275.45461494,"6133331E 2019-12-10 16:52:00",22,464993.503990276,3008188.53542139,17,"R","2019-12-10","16:52:00",16
"72",-81.3537472630498,27.1968723077974,"6133331E",2019-12-10 16:53:00,-149692.800592678,-968503.633078468,-0.321944860434514,21,464973.761879416,3008339.47624249,"6133331E 2019-12-10 16:53:00",21,464964.094754127,3008290.40032297,17,"R","2019-12-10","16:53:00",16
"73",-81.3541150301055,27.1970879343894,"6133331E",2019-12-10 16:54:00,-149275.346036751,-965885.953562847,-0.321072145193323,21,464983.285698911,3008358.52389679,"6133331E 2019-12-10 16:54:00",21,464927.737492987,3008314.38672847,17,"R","2019-12-10","16:54:00",16
"74",-81.3535969102407,27.1961672425325,"6133331E",2019-12-10 16:55:00,-189635.790061085,-1226861.85050657,-0.407837527185941,21,464944.761942956,3008253.80961131,"6133331E 2019-12-10 16:55:00",21,464978.765856989,3008212.26278968,17,"R","2019-12-10","16:55:00",16
"75",-81.3526027919678,27.1957082208846,"6133331E",2019-12-10 16:56:00,-175989.159891324,-1138313.99284205,-0.378408582146509,21,465002.333283119,3008272.80958358,"6133331E 2019-12-10 16:56:00",21,465077.083857433,3008161.14260677,17,"R","2019-12-10","16:56:00",16
"76",-81.3539396243615,27.1960393743055,"6133331E",2019-12-10 17:04:00,-121244.539834635,-784453.595063584,-0.260771911987786,10,464979.999978969,3008210.00006185,"6133331E 2019-12-10 17:04:00",10,464944.782244469,3008198.19544187,17,"R","2019-12-10","17:04:00",17
"77",-81.3535496589041,27.1965471304853,"6133331E",2019-12-10 17:05:00,-87871.0675381417,-568490.027106104,-0.188976717142234,9,464951.111117889,3008218.88892424,"6133331E 2019-12-10 17:05:00",9,464983.564467391,3008254.32732134,17,"R","2019-12-10","17:05:00",17
"78",-81.3538268054124,27.1963270288274,"6133331E",2019-12-10 17:06:00,-99446.4325769707,-643410.805969289,-0.21388351306549,11,464967.272692191,3008184.54555988,"6133331E 2019-12-10 17:06:00",11,464956.046175101,3008230.02552927,17,"R","2019-12-10","17:06:00",17
"79",-81.3542564650805,27.1962425376839,"6133331E",2019-12-10 17:07:00,-91869.8023908787,-594443.203326035,-0.197606241490137,10,464939.999988541,3008190.00008584,"6133331E 2019-12-10 17:07:00",10,464913.464767581,3008220.78717441,17,"R","2019-12-10","17:07:00",17
"80",-81.3539776547241,27.1962452455276,"6133331E",2019-12-10 17:08:00,-92274.1601490345,-597024.180306816,-0.198464201433572,10,464939.999956701,3008170.00013702,"6133331E 2019-12-10 17:08:00",10,464941.079965596,3008221.00910045,17,"R","2019-12-10","17:08:00",17
"81",-81.354157809855,27.1962961405704,"6133331E",2019-12-10 17:09:00,-121686.169981045,-787354.865657244,-0.261733886775174,12,465006.666650361,3008163.3334101,"6133331E 2019-12-10 17:09:00",12,464923.252698921,3008226.69681123,17,"R","2019-12-10","17:09:00",17
"82",-81.3538492559069,27.1962369904298,"6133331E",2019-12-10 17:10:00,-152227.544892037,-984902.068799589,-0.327403597322325,12,465006.666650361,3008163.3334101,"6133331E 2019-12-10 17:10:00",12,464953.794451349,3008220.05883449,17,"R","2019-12-10","17:10:00",17
"83",-81.3531181325928,27.1963722987088,"6133331E",2019-12-10 17:11:00,-113679.667798563,-735388.889818529,-0.244458603956874,10,464999.999965717,3008150.00009821,"6133331E 2019-12-10 17:11:00",10,465026.249673822,3008234.8418723,17,"R","2019-12-10","17:11:00",17
"84",-81.3533334213329,27.1962959521176,"6133331E",2019-12-10 17:12:00,-95402.9472069338,-617184.177994406,-0.205165465156511,11,464985.454552331,3008166.36369281,"6133331E 2019-12-10 17:12:00",11,465004.902916559,3008226.4455355,17,"R","2019-12-10","17:12:00",17
"85",-81.3539644582909,27.1966207328098,"6133331E",2019-12-10 17:13:00,-108951.896071692,-704938.59040293,-0.234334127415776,12,464939.999972094,3008180.00006796,"6133331E 2019-12-10 17:13:00",12,464942.504419682,3008262.59570876,17,"R","2019-12-10","17:13:00",17
"86",-81.3531573342231,27.1962069093074,"6133331E",2019-12-10 17:14:00,-95497.9456100745,-617773.576453027,-0.205362070693088,11,465021.818125988,3008148.18193477,"6133331E 2019-12-10 17:14:00",11,465022.315405047,3008216.53369617,17,"R","2019-12-10","17:14:00",17
"87",-81.3533668103534,27.1963509556754,"6133331E",2019-12-10 17:15:00,-85274.1564977117,-551663.662606631,-0.183384646613133,11,464967.272692191,3008184.54555988,"6133331E 2019-12-10 17:15:00",11,465001.613126346,3008232.5472449,17,"R","2019-12-10","17:15:00",17
"88",-81.3532529037831,27.1964013648873,"6133331E",2019-12-10 17:16:00,-91904.9940391528,-594547.15832237,-0.197639661079225,8,464990.000016943,3008255.00001153,"6133331E 2019-12-10 17:16:00",8,465012.910552969,3008238.09895141,17,"R","2019-12-10","17:16:00",17
"89",-81.3540044158292,27.1965618725299,"6133331E",2019-12-10 17:17:00,-87637.1404332402,-567031.865567275,-0.188491886697763,11,464967.272692191,3008184.54555988,"6133331E 2019-12-10 17:17:00",11,464938.528488293,3008256.08731096,17,"R","2019-12-10","17:17:00",17
"90",-81.3535095348156,27.1966938138416,"6133331E",2019-12-10 17:18:00,-124223.778906759,-803674.657045268,-0.267155044780505,10,465000.000025123,3008190.00000807,"6133331E 2019-12-10 17:18:00",10,464987.584302672,3008270.56328122,17,"R","2019-12-10","17:18:00",17
"91",-81.3554977376891,27.1993598460203,"6133331E",2019-12-10 18:51:00,-87826.1915983767,-568493.461080166,-0.188958255139819,7,464754.285854242,3008615.71432239,"6133331E 2019-12-10 18:51:00",7,464791.50399325,3008566.41938989,17,"R","2019-12-10","18:51:00",18
"92",-81.3553706696304,27.1992701528683,"6133331E",2019-12-10 18:52:00,-122062.436625986,-790078.576983811,-0.262610521153631,8,464840.00019176,3008530.00009828,"6133331E 2019-12-10 18:52:00",8,464804.060742784,3008556.44896879,17,"R","2019-12-10","18:52:00",18
"93",-81.3554868207314,27.198888955957,"6133331E",2019-12-10 18:53:00,-163744.583304675,-1059887.97180936,-0.352296143749827,7,464811.428824291,3008558.57157438,"6133331E 2019-12-10 18:53:00",7,464792.437299436,3008514.25885039,17,"R","2019-12-10","18:53:00",18
"94",-81.3554878008676,27.1988472268249,"6133331E",2019-12-10 18:54:00,-127965.703478507,-828296.918142796,-0.275318020570789,10,464840.00007993,3008510.00001231,"6133331E 2019-12-10 18:54:00",10,464792.327117597,3008509.63705744,17,"R","2019-12-10","18:54:00",18
"95",-81.3556750579697,27.1990669306783,"6133331E",2019-12-10 18:55:00,-169096.432944667,-1094580.45454932,-0.363825187119935,8,464790.000171035,3008605.00008904,"6133331E 2019-12-10 18:55:00",8,464773.849999903,3008534.02485435,17,"R","2019-12-10","18:55:00",18
"96",-81.3553391245915,27.1993268901661,"6133331E",2019-12-10 18:56:00,-131936.60951179,-853987.552223936,-0.283852334291925,7,464811.428824291,3008558.57157438,"6133331E 2019-12-10 18:56:00",7,464807.202804616,3008562.72453853,17,"R","2019-12-10","18:56:00",18
"97",-81.3555830671735,27.199415697012,"6133331E",2019-12-10 18:57:00,-135604.398526214,-877776.553844304,-0.291758472174876,9,464817.777903592,3008574.44449755,"6133331E 2019-12-10 18:57:00",9,464783.070446484,3008572.62961734,17,"R","2019-12-10","18:57:00",18
"98",-81.3555218200993,27.1993247459606,"6133331E",2019-12-10 18:58:00,-183082.749519507,-1185087.80078252,-0.393904991396349,8,464790.000171035,3008605.00008904,"6133331E 2019-12-10 18:58:00",8,464789.107826482,3008562.5383459,17,"R","2019-12-10","18:58:00",18
"99",-81.3554830306606,27.1990334802452,"6133331E",2019-12-10 18:59:00,-92810.3233221134,-600746.465541543,-0.199681044384958,8,464790.000171035,3008605.00008904,"6133331E 2019-12-10 18:59:00",8,464792.85807013,3008530.26581423,17,"R","2019-12-10","18:59:00",18
"100",-81.3554660394659,27.199149798943,"6133331E",2019-12-10 19:00:00,-133265.204597813,-862604.981246126,-0.286718501179936,8,464790.000171035,3008605.00008904,"6133331E 2019-12-10 19:00:00",8,464794.577431821,3008543.14491823,17,"R","2019-12-10","19:00:00",19
