"","x","y","TagId","freq","num_x","num_y","total","unique_nodes","easting","northing","id","total_nodes","avex","avey","zone","letter","date","time_of_day","hour"
"13",-81.3555686610996,27.1991790515062,"6133331E",2019-12-10 18:50:00,-1107746.21269671,-7170433.71424537,-2.38335485907847,10,464840.00007993,3008510.00001231,"6133331E 2019-12-10 18:50:00",10,464784.422880703,3008546.41386378,17,"R","2019-12-10","18:50:00",18
"14",-81.3553823557994,27.1989257577847,"6133331E",2019-12-10 19:00:00,-1014228.55497594,-6564773.71809931,-2.1820620819923,11,464858.181907743,3008475.45457775,"6133331E 2019-12-10 19:00:00",11,464802.795184411,3008518.30581531,17,"R","2019-12-10","19:00:00",19
"15",-81.3554119777678,27.1992502812382,"6133331E",2019-12-10 19:10:00,-1442580.51872705,-9337526.04755605,-3.1036588481076,14,464768.571512018,3008487.14288852,"6133331E 2019-12-10 19:10:00",14,464799.963309964,3008554.25951517,17,"R","2019-12-10","19:10:00",19
"16",-81.3556141307265,27.1986331803938,"6133331E",2019-12-10 19:20:00,-796075.736259569,-5152941.12778791,-1.71280211689654,14,464782.857191821,3008430.00007072,"6133331E 2019-12-10 19:20:00",14,464779.747996807,3008485.9639972,17,"R","2019-12-10","19:20:00",19
"17",-81.3553089368661,27.1988957704988,"6133331E",2019-12-10 19:30:00,-1332361.74925833,-8623802.77076611,-2.86646497518256,21,464878.095278715,3008472.85721332,"6133331E 2019-12-10 19:30:00",21,464810.057263468,3008514.9637026,17,"R","2019-12-10","19:30:00",19
"18",-81.3553527826553,27.1989225356631,"6133331E",2019-12-10 19:40:00,-1003884.41227593,-6497777.70441259,-2.15979357034445,24,464865.083381072,3008471.83343241,"6133331E 2019-12-10 19:40:00",24,464805.72313021,3008517.94061795,17,"R","2019-12-10","19:40:00",19
"19",-81.3555342213933,27.1982092520267,"6133331E",2019-12-10 19:50:00,-1358577.73163128,-8793691.64760191,-2.92300814120844,26,464870.846190046,3008445.53856574,"6133331E 2019-12-10 19:50:00",26,464787.529147835,3008438.98572462,17,"R","2019-12-10","19:50:00",19
"20",-81.3548325631682,27.198367792172,"6133331E",2019-12-10 20:00:00,-949988.820614631,-6148126.10004877,-2.04361485966069,27,464869.703732059,3008426.44456479,"6133331E 2019-12-10 20:00:00",27,464857.072321524,3008456.34928959,17,"R","2019-12-10","20:00:00",20
"21",-81.3551104159571,27.1976796436296,"6133331E",2019-12-10 20:10:00,-1262875.67906633,-8173344.25582931,-2.71685880696789,24,464823.416698928,3008446.83346227,"6133331E 2019-12-10 20:10:00",24,464829.337405187,3008380.20542961,17,"R","2019-12-10","20:10:00",20
"22",-81.3559875250275,27.1983579263886,"6133331E",2019-12-10 20:20:00,-487176.938047306,-3153681.03995045,-1.04827242922507,24,464823.416698928,3008446.83346227,"6133331E 2019-12-10 20:20:00",24,464742.679922858,3008455.58084723,17,"R","2019-12-10","20:20:00",20
"23",-81.3560176686374,27.1974241295394,"6133331E",2019-12-10 20:30:00,-1653822.41956544,-10705527.0942305,-3.55860169609645,28,464826.107182066,3008458.67869496,"6133331E 2019-12-10 20:30:00",28,464739.400697631,3008352.15865091,17,"R","2019-12-10","20:30:00",20
